,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
67,Residential,Single Family Dwelling,,3784 TOMAHAWK ROAD,2966.789,21159950202,POINT (5831266.966987083 3855428.559265032)
68,Residential,Single Family Dwelling,,281 BIG ELK ROAD,791.1421,21159950100,POINT (5876612.013950508 3847234.9907799223)
69,Residential,Single Family Dwelling,,3786 TOMAHAWK ROAD,1648.235,21159950202,POINT (5831185.898126682 3855429.6127815456)
70,Residential,Unclassified,,19 SUNSET SPUR,1846.013,21159950100,POINT (5880276.047361747 3863577.3079232327)
71,Residential,Single Family Dwelling,,109 CALLOWAY ROAD,1071.351,21159950202,POINT (5834279.118396007 3860427.104053754)
72,Residential,Single Family Dwelling,,92 DINGESS ROAD,692.2646,21159950100,POINT (5881168.868474307 3862034.3955547907)
73,Residential,Single Family Dwelling,,2413 TOMAHAWK ROAD,988.9467,21159950202,POINT (5835108.166410851 3860419.027663631)
74,Residential,Single Family Dwelling,,84 STANLEY DRIVE,1977.857,21159950100,POINT (5880133.038263989 3843819.363202195)
75,Unclassified,Unclassified,,818 HODE ROAD,593.3661,21159950100,POINT (5883160.956737736 3851502.7055905634)
76,Residential,Manufactured Home,,4335 TOMAHAWK ROAD,3395.353,21159950202,POINT (5829215.556345353 3854771.7409204324)
77,Residential,Single Family Dwelling,,926 LITTLE ELK HODE ROAD,1285.623,21159950100,POINT (5876629.465929532 3861852.908536885)
78,Unclassified,Unclassified,,936 LITTLE ELK HODE ROAD,593.3599,21159950100,POINT (5876550.870821242 3861849.1720175026)
79,Commercial,Retail Trade,,603 EAST MAIN STREET,3692.019,21159950202,POINT (5850878.462777438 3855471.239868255)
80,Residential,Single Family Dwelling,,2655 HODE ROAD,4153.5,21159950100,POINT (5884045.292477562 3856667.1313847974)
81,Residential,Single Family Dwelling,,32 HARDIN SQUARE,1186.722,21159950202,POINT (5850962.671071341 3855511.704404531)
82,Residential,Single Family Dwelling,,4276 BLACKLOG ROAD,4285.386,21159950201,POINT (5863367.494856215 3843222.0521642203)
83,Residential,Single Family Dwelling,,2413 TOMAHAWK ROAD,791.1464,21159950202,POINT (5835092.773043227 3860275.548161318)
84,Unclassified,Unclassified,,1772 TOMAHAWK ROAD,5340.234,21159950202,POINT (5836887.327734057 3860296.8553893478)
85,Education,Pre-K - 12 Schools,,33 WARFIELD ELEMENTARY LOOP,791.1469,21159950100,POINT (5885451.98749923 3856661.969868488)
86,Residential,Single Family Dwelling,,2413 TOMAHAWK ROAD,791.1477,21159950202,POINT (5835098.028238343 3860338.200121394)
87,Residential,Single Family Dwelling,,2617 HODE ROAD,395.5759,21159950100,POINT (5884335.656196704 3856658.823303932)
89,Commercial,Retail Trade,,296 EAST MAIN STREET,9098.216,21159950201,POINT (5849417.966126605 3855383.215247145)
90,Residential,Unclassified,,936 LITTLE ELK HODE ROAD,1450.451,21159950100,POINT (5876564.136735902 3861759.552667106)
91,Residential,Single Family Dwelling,,4252 BLACKLOG ROAD,3560.154,21159950201,POINT (5863220.952370361 3843225.249040408)
92,Residential,Single Family Dwelling,,523 WICKERFIELD ROAD,1054.859,21159950201,POINT (5850038.356149067 3855452.652135353)
93,Residential,Manufactured Home,,388 CAMP BRANCH,791.1408,21159950201,POINT (5853036.458267706 3845888.147481301)
94,Residential,Manufactured Home,,625 LITTLE ELK HODE ROAD,1582.291,21159950100,POINT (5878163.61191688 3861795.142048349)
95,Commercial,Retail Trade,,2593 HODE ROAD,3131.642,21159950100,POINT (5884466.861026006 3856632.289380986)
96,Residential,Single Family Dwelling,,155 MOLLETT BRANCH,1813.045,21159950202,POINT (5829058.8839743575 3845054.740195173)
97,Residential,Single Family Dwelling,,334 LITTLE ELK HODE ROAD,890.0415,21159950100,POINT (5879322.018235314 3861843.273889748)
98,Unclassified,Unclassified,,174 ROCKHOUSE ROAD,7070.844,21159950202,POINT (5831229.9317881465 3854742.9068285804)
0,Residential,Single Family Dwelling,,1819 ROCKHOUSE ROAD,1780.097,21159950202,POINT (5829890.140498572 3846914.3472218835)
1,Residential,Manufactured Home,,211 HODE ROAD,11867.22,21159950100,POINT (5882233.467569172 3848689.3457694957)
2,Residential,Unclassified,,6294 BEAUTY ROAD,593.3613,21159950100,POINT (5872828.678933353 3842001.4255631566)
3,Residential,Single Family Dwelling,,207 POPLAR FORK,461.4967,21159950100,POINT (5875204.72383409 3848488.2629423295)
4,Residential,Manufactured Home,,990 SALTWELL ROAD,2637.157,21159950202,POINT (5841277.70501033 3847293.9098831452)
5,Residential,Single Family Dwelling,,1136 ROCKCASTLE ROAD,1582.29,21159950202,POINT (5843953.03607708 3858732.736164321)
6,Residential,Unclassified,,96 TOMAHAWK ESTATE,1318.589,21159950202,POINT (5833318.401853745 3858361.4186671725)
7,Residential,Single Family Dwelling,,2347 ROCKHOUSE ROAD,791.149,21159950202,POINT (5829902.437133248 3844273.114299355)
8,Residential,Single Family Dwelling,,763 BIG ELK ROAD,527.442,21159950100,POINT (5876687.033293897 3849670.6986604054)
9,Residential,Single Family Dwelling,,200 HORSE BRANCH,2900.896,21159950202,POINT (5830747.28471673 3848048.913508831)
10,Residential,Manufactured Home,,31 FORD PLACE,922.9971,21159950202,POINT (5831025.440156668 3852569.4155804925)
11,Residential,Single Family Dwelling,,50 CARTER BRANCH,1977.886,21159950201,POINT (5854256.201822336 3848875.5401567644)
12,Unclassified,Unclassified,,1357 EAST MAIN STREET,6922.542,21159950100,POINT (5853026.332036597 3853269.2116900575)
13,Residential,Manufactured Home,,26 LAFFERTY LANE,922.9913,21159950201,POINT (5853794.663593956 3848861.9110645885)
14,Residential,Manufactured Home,,1416 TOMAHAWK ROAD,2109.714,21159950202,POINT (5837258.5718265185 3858489.6397738275)
15,Unclassified,Unclassified,,57 CARDINAL LANE,791.1497,21159950201,POINT (5850575.84600792 3853231.021449005)
16,Residential,Single Family Dwelling,,430 OLD MIDDLE FORK,2900.867,21159950202,POINT (5847081.441347747 3853078.4549220838)
17,Unclassified,Unclassified,,778 BIG ELK ROAD,2109.73,21159950100,POINT (5877298.930964738 3849680.5055760364)
18,Residential,Single Family Dwelling,,2964 TOMAHAWK ROAD,1582.295,21159950202,POINT (5832999.382692297 3858333.511200193)
19,Residential,Single Family Dwelling,,5381 TOMAHAWK ROAD,3692.017,21159950202,POINT (5825409.504775127 3852349.331288407)
20,Residential,Manufactured Home,,36 FRALEY COURT,1384.494,21159950201,POINT (5854332.330983042 3848876.3963611517)
21,Residential,Single Family Dwelling,,35 CLINE COMPLEX ROAD,4812.805,21159950201,POINT (5847795.259504041 3848618.840099807)
22,Residential,Single Family Dwelling,,1752 BIG ELK ROAD,1318.586,21159950100,POINT (5876451.1025485825 3854093.075855924)
23,Residential,Single Family Dwelling,,430 OLD MIDDLE FORK,6428.08,21159950202,POINT (5847171.622332541 3853036.495255968)
24,Residential,Unclassified,,237 BOWEN LANE,1846.003,21159950202,POINT (5844584.787032212 3873318.470468922)
25,Residential,Single Family Dwelling,,224 BOWEN LANE,527.429,21159950202,POINT (5843912.10438176 3873301.458919429)
26,Residential,Single Family Dwelling,,224 BOWEN LANE,1186.718,21159950202,POINT (5844246.467689913 3873303.1813120823)
27,Unclassified,Unclassified,,2462 ROCKHOUSE ROAD,7021.429,21159950202,POINT (5829471.2686694255 3844187.770990875)
28,Unclassified,Unclassified,,157 WEST MAIN STREET,791.1445,21159950202,POINT (5847253.7365266625 3855423.6647893297)
29,Residential,Manufactured Home,,8271 BEAUTY ROAD,4697.423,21159950100,POINT (5878950.254379416 3846824.6415585987)
30,Commercial,Entertainment and Recreation,,392 EAST MAIN STREET,1483.406,21159950201,POINT (5849839.3978383625 3855510.322124969)
31,Residential,Single Family Dwelling,,1412 TRACE FORK,1483.399,21159950202,POINT (5822771.337521874 3839301.158891525)
32,Residential,Single Family Dwelling,,108 WALNUT DRIVE,4334.838,21159950100,POINT (5886819.466393399 3844086.149606076)
33,Residential,Single Family Dwelling,,86 ALBERT PINSON ROAD,1318.581,21159950100,POINT (5868844.600663487 3843455.8917109445)
34,Residential,Single Family Dwelling,,576 WICKERFIELD ROAD,3955.724,21159950201,POINT (5850345.7621545475 3855493.3811482443)
35,Residential,Single Family Dwelling,,4410 TOMAHAWK ROAD,1714.149,21159950202,POINT (5828650.996810339 3854770.048354801)
36,Residential,Single Family Dwelling,,39 PENIX DRIVE,3214.036,21159950202,POINT (5846994.015195074 3855393.194682438)
38,Residential,Single Family Dwelling,,1899 COLDWATER ROAD,1582.297,21159950201,POINT (5857386.496913572 3843044.4951190175)
39,Residential,Single Family Dwelling,,4271 TOMAHAWK ROAD,1252.66,21159950202,POINT (5829470.32906697 3854813.2434281064)
40,Unclassified,Unclassified,,2675 HODE ROAD,824.1202,21159950100,POINT (5883951.255507068 3856697.476076105)
41,Residential,Single Family Dwelling,,26 LOCUST COURT,807.6397,21159950100,POINT (5886669.258817521 3844078.486721308)
42,Residential,Single Family Dwelling,,1024 COLLINS CREEK,494.468,21159950100,POINT (5881299.682068625 3843887.946938986)
43,Residential,Manufactured Home,,7745 TOMAHAWK ROAD,2637.161,21159950202,POINT (5815127.606582591 3849152.5266158455)
44,Residential,Single Family Dwelling,,206 LITTLE ELK HODE ROAD,988.9247,21159950100,POINT (5879949.647120742 3862022.239923249)
45,Residential,Single Family Dwelling,,207 CRUM BRANCH,3823.886,21159950201,POINT (5845040.784232904 3840019.4958886774)
46,Residential,Single Family Dwelling,,424 LITTLE ROCKCASTLE ROAD,2637.163,21159950201,POINT (5868174.822241728 3840841.7928279075)
47,Residential,Unclassified,,115 CREEKWOOD ESTATES,3692.027,21159950201,POINT (5858673.824860964 3840507.523698666)
48,Residential,Single Family Dwelling,,167 BIG ELK ROAD,2422.888,21159950100,POINT (5877010.574468801 3846745.9158303426)
50,Residential,Single Family Dwelling,,176 CLINE BOTTOM,2109.734,21159950202,POINT (5844604.554613366 3842580.5642274055)
51,Residential,Manufactured Home,,216 BONE HOLLOW,1681.192,21159950100,POINT (5873932.984878243 3846628.096682238)
52,Residential,Single Family Dwelling,,4998 BIG ELK ROAD,2307.499,21159950100,POINT (5868024.490032548 3867273.8909220747)
53,Residential,Single Family Dwelling,,3888 TURKEY CREEK,1977.867,21159950100,POINT (5862708.117146623 3867062.1317402874)
54,Unclassified,Unclassified,,1256 POPLAR FORK,1846.015,21159950100,POINT (5870823.301689279 3848344.014825999)
55,Unclassified,Unclassified,,1818 SALTWELL ROAD,2801.961,21159950202,POINT (5837495.624393542 3847186.255186085)
56,Residential,Unclassified,,2899 BIG ELK ROAD,2637.133,21159950100,POINT (5873194.651295689 3858716.137328476)
57,Residential,Single Family Dwelling,,1042 UNION ROAD,791.1505,21159950202,POINT (5855822.552950929 3866808.7049943656)
58,Residential,Manufactured Home,,4934 BIG ELK ROAD,527.4324,21159950100,POINT (5868111.490465999 3867242.720252997)
59,Residential,Manufactured Home,,68 CLAY FORK,593.3583,21159950100,POINT (5867274.024809024 3858526.226507917)
60,Residential,Manufactured Home,,92 BELCHER STREET,1977.884,21159950100,POINT (5876827.342676983 3867525.5215519113)
61,Residential,Manufactured Home,,3893 BLACKLOG ROAD,2175.665,21159950100,POINT (5862069.125899979 3844733.87863086)
62,Residential,Single Family Dwelling,,133 MOORE BRANCH,2472.326,21159950201,POINT (5856354.686245153 3844533.143363446)
63,Residential,Single Family Dwelling,,309 FITCH BRANCH,659.2948,21159950202,POINT (5841442.201603268 3866265.8948673736)
64,Residential,Manufactured Home,,100 WENDY STREET,1582.303,21159950100,POINT (5876602.80038587 3867476.2007745295)
65,Residential,Single Family Dwelling,,3870 TURKEY CREEK,6131.394,21159950100,POINT (5862875.305654015 3866964.682377944)
66,Residential,Single Family Dwelling,,1315 SOUTH MILO ROAD,3230.524,21159950202,POINT (5835297.207890656 3865996.970373098)
68,Residential,Single Family Dwelling,,909 ROCKCASTLE ROAD,1846.025,21159950202,POINT (5843689.38113909 3857661.64076897)
69,Residential,Manufactured Home,,300 FITCH BRANCH,1318.574,21159950202,POINT (5841517.878254261 3866229.3792130514)
70,Residential,Single Family Dwelling,,1315 SOUTH MILO ROAD,988.9326,21159950202,POINT (5835238.272949701 3866019.6102865674)
71,Residential,Manufactured Home,,141 SHORT STREET,3626.09,21159950100,POINT (5876917.4868570175 3867432.2623557635)
72,Residential,Manufactured Home,,131 MURRAY ROAD,3032.738,21159950201,POINT (5851036.730562578 3852464.0873090667)
73,Unclassified,Unclassified,,14 FLAT HOLLOW,2571.234,21159950202,POINT (5852738.36197417 3857973.5097126467)
74,Residential,Manufactured Home,,78 WENDY STREET,1318.584,21159950100,POINT (5876530.703509481 3867423.3926052037)
75,Residential,Manufactured Home,,4934 BIG ELK ROAD,3757.961,21159950100,POINT (5868337.651344358 3867121.585125832)
76,Residential,Single Family Dwelling,,3859 TURKEY CREEK,3131.635,21159950202,POINT (5862547.496967729 3866896.942832782)
77,Residential,Single Family Dwelling,,1521 COLDWATER ROAD,3164.592,21159950201,POINT (5857048.175409816 3844526.6925177015)
78,Unclassified,Unclassified,,111 OTTO DRIVE,2769.034,21159950201,POINT (5847184.093950737 3847507.458783215)
79,Residential,Single Family Dwelling,,3068 BLACKLOG ROAD,2999.781,21159950201,POINT (5858989.597118521 3847903.294189197)
80,Residential,Single Family Dwelling,,89 JUSTIN DRIVE,1813.048,21159950202,POINT (5835726.807546445 3865958.1660826816)
81,Residential,Single Family Dwelling,,909 ROCKCASTLE ROAD,3131.622,21159950202,POINT (5843788.659413993 3857627.6604047697)
83,Residential,Manufactured Home,,4946 BIG ELK ROAD,1054.86,21159950100,POINT (5868470.530011861 3867086.291480017)
85,Residential,Single Family Dwelling,,5446 HODE ROAD,2769.028,21159950100,POINT (5876193.622859586 3867337.6372655453)
86,Residential,Single Family Dwelling,,3859 TURKEY CREEK,1582.302,21159950202,POINT (5862519.498067257 3866837.4797456814)
87,Residential,Single Family Dwelling,,909 ROCKCASTLE ROAD,2109.735,21159950202,POINT (5843580.425844415 3857595.340935651)
88,Residential,Manufactured Home,,95 SHORT STREET,593.3603,21159950100,POINT (5876731.243432854 3867342.1307678875)
89,Residential,Manufactured Home,,9 SHORT STREET,1582.305,21159950100,POINT (5876422.618457246 3867312.503692559)
90,Residential,Single Family Dwelling,,102 ALLEY LANE,2801.991,21159950100,POINT (5875629.146281645 3867270.461916129)
91,Unclassified,Unclassified,,6284 BEAUTY ROAD,1120.793,21159950100,POINT (5872757.189039181 3841992.136898722)
92,Residential,Unclassified,,8159 HODE ROAD,2769.034,21159950100,POINT (5868575.741901616 3868968.783936586)
93,Residential,Single Family Dwelling,,2347 ROCKHOUSE ROAD,395.572,21159950202,POINT (5829974.423978007 3844238.3582105306)
94,Residential,Single Family Dwelling,,2887 ROCKCASTLE ROAD,2373.447,21159950202,POINT (5842115.549754676 3866336.6810798384)
95,Residential,Manufactured Home,,52 BOYD WARD ROAD,791.1427,21159950202,POINT (5828676.51212041 3843609.3193318173)
96,Residential,Single Family Dwelling,,106 WEST POPLAR ROAD,1384.516,21159950100,POINT (5867582.060274393 3853084.8028633436)
97,Commercial,Retail Trade,,1422 EAST MAIN STREET,13976.96,21159950201,POINT (5852736.640743158 3852531.959153751)
99,Unclassified,Unclassified,,14 FLAT HOLLOW,2373.445,21159950202,POINT (5852680.541706515 3858018.7779456005)
0,Residential,Manufactured Home,,118 WENDY STREET,2670.134,21159950100,POINT (5876702.968527689 3867575.4632278183)
1,Residential,Single Family Dwelling,,50 ALPHA SPUR,692.252,21159950202,POINT (5840420.580492171 3866348.656226109)
2,Residential,Single Family Dwelling,,2887 ROCKCASTLE ROAD,1054.878,21159950202,POINT (5842193.701322846 3866413.8753370973)
3,Residential,Unclassified,,32 TWIN BRANCH,2966.793,21159950202,POINT (5843951.613018413 3863938.3992622723)
4,Residential,Manufactured Home,,128 ECKEL VALLEY,2521.785,21159950202,POINT (5843113.860536362 3856735.030164212)
5,Residential,Single Family Dwelling,,4073 RIVER FRONT ROAD,1582.291,21159950100,POINT (5892602.92060212 3838654.7487618183)
7,Residential,Single Family Dwelling,,5315 NORTH WOLF CREEK,1483.407,21159950100,POINT (5885056.858949851 3840574.747124569)
8,Residential,Manufactured Home,,120 MOORES TRAILER PARK,923.0085,21159950100,POINT (5890416.110311632 3835939.3509887676)
9,Residential,Single Family Dwelling,,565 COLDWATER ROAD,922.9962,21159950201,POINT (5854082.078830389 3847799.446021092)
10,Residential,Single Family Dwelling,,207 POPLAR FORK,2521.78,21159950100,POINT (5875185.667181154 3848535.2572269207)
11,Residential,Single Family Dwelling,,3068 BLACKLOG ROAD,1582.303,21159950201,POINT (5858944.950324161 3847963.62500948)
13,Residential,Single Family Dwelling,,1511 COLDWATER ROAD,2373.451,21159950201,POINT (5857162.591394854 3844568.7826327244)
14,Residential,Single Family Dwelling,,3232 BLACKLOG ROAD,2192.11,21159950201,POINT (5859905.0655259425 3847229.8534916486)
15,Residential,Single Family Dwelling,,249 RIVER FRONT ROAD,1681.178,21159950100,POINT (5884563.341921467 3848115.467454331)
16,Residential,Manufactured Home,,41 HUNTERS ROAD,791.1542,21159950202,POINT (5829339.917877847 3846198.378570601)
17,Residential,Single Family Dwelling,,133 HANEY PLACE,2241.578,21159950201,POINT (5847867.9270163905 3851636.027771988)
18,Unclassified,Unclassified,,414 UNION ROAD,3345.894,21159950202,POINT (5857864.55166418 3864387.0800131042)
19,Residential,Single Family Dwelling,,765 SOUTH MILO ROAD,1318.58,21159950202,POINT (5835731.471783738 3863645.746670219)
20,Residential,Single Family Dwelling,,3384 ROCKHOUSE ROAD,659.2858,21159950202,POINT (5830670.9599040635 3840188.0329554235)
21,Residential,Single Family Dwelling,,4032 BLACKLOG ROAD,2505.317,21159950201,POINT (5862430.602385239 3844048.2050918597)
22,Residential,Single Family Dwelling,,84 HARDINVILLE ROAD,3626.101,21159950201,POINT (5852804.937822748 3851778.3188679432)
23,Residential,Single Family Dwelling,,3100 TURKEY CREEK,1714.151,21159950100,POINT (5860213.089583739 3864475.9999202574)
24,Residential,Manufactured Home,,140 MOORES TRAILER PARK,988.9371,21159950100,POINT (5890474.35136557 3836009.573845396)
25,Residential,Unclassified,,231 BERTHA HALE LANE,494.4691,21159950100,POINT (5882947.738287666 3832329.4810921624)
26,Residential,Single Family Dwelling,,133 BLACKBERRY ROAD,1483.403,21159950201,POINT (5841565.841237088 3839141.3610287993)
27,Residential,Unclassified,,255 BERTHA HALE LANE,1928.418,21159950100,POINT (5883251.035428582 3832324.555383277)
28,Residential,Manufactured Home,,5697 RIVER FRONT ROAD,2142.689,21159950300,POINT (5897744.948853804 3832829.347698941)
29,Residential,Manufactured Home,,44 JAY HALL DRIVE,2307.53,21159950202,POINT (5825881.906601612 3841383.435374196)
30,Commercial,Retail Trade,,58 TAYLORS COURT,988.9436,21159950100,POINT (5887575.328068571 3843516.463841922)
31,Unclassified,Unclassified,,231 BERTHA HALE LANE,988.9349,21159950100,POINT (5883020.163750057 3832306.9132361235)
32,Residential,Manufactured Home,,35 JOHNNY HALE DRIVE,1977.881,21159950100,POINT (5892096.972245239 3838682.988380816)
33,Unclassified,Unclassified,,4665 RIVER FRONT ROAD,527.4302,21159950100,POINT (5894531.668264647 3836147.03535598)
34,Residential,Single Family Dwelling,,4057 RIVER FRONT ROAD,922.9984,21159950100,POINT (5892546.332228557 3838711.1378674353)
35,Commercial,Retail Trade,,21 TAYLORS COURT,3296.427,21159950100,POINT (5887329.412842299 3843479.567077269)
36,Residential,Manufactured Home,,136 BLACKBERRY ROAD,659.2827,21159950201,POINT (5841312.568279948 3839132.213954348)
37,Residential,Unclassified,,247 BERTHA HALE LANE,1087.83,21159950100,POINT (5883169.05996763 3832284.7766048955)
38,Residential,Single Family Dwelling,,38 JOHNNY HALE DRIVE,923.011,21159950100,POINT (5892202.404840486 3838689.968662519)
39,Residential,Manufactured Home,,5697 RIVER FRONT ROAD,659.2885,21159950300,POINT (5897806.371564912 3832814.5714028035)
40,Residential,Unclassified,,15 MCCOY TRAILER PARK,1120.785,21159950100,POINT (5886832.755855693 3840704.3550189026)
41,Residential,Single Family Dwelling,,564 BUCK BRANCH,692.2563,21159950100,POINT (5882158.81322 3840546.202457256)
42,Residential,Single Family Dwelling,,5906 ROCKHOUSE ROAD,791.1418,21159950202,POINT (5824698.771814822 3833710.8022200787)
43,Residential,Unclassified,,622 LITTLE PETER CAVE ROAD,2076.759,21159950100,POINT (5878370.074309896 3838162.782451342)
44,Unclassified,Unclassified,,4720 NORTH WOLF CREEK,890.0455,21159950100,POINT (5885874.71964972 3838443.700142136)
45,Residential,Single Family Dwelling,,115 MULLETT BRANCH,494.4662,21159950201,POINT (5854098.174220577 3831248.3356120754)
46,Residential,Single Family Dwelling,,1184 BLACKBERRY ROAD,1582.284,21159950201,POINT (5840891.13719381 3834242.4698053026)
47,Residential,Unclassified,,23 MCCOY TRAILER PARK,923.0062,21159950100,POINT (5886866.379265686 3840679.3196374634)
48,Residential,Manufactured Home,,1782 EMILY CREEK,2307.517,21159950300,POINT (5887796.974742328 3828086.993803557)
49,Residential,Manufactured Home,,814 FROG POND ROAD,791.1464,21159950100,POINT (5873313.895897319 3831912.786641744)
50,Residential,Single Family Dwelling,,135 MULLETT BRANCH,2900.873,21159950201,POINT (5854045.392387494 3831208.519336073)
52,Commercial,Retail Trade,,42 TAYLORS COURT,1878.972,21159950100,POINT (5887509.578901379 3843465.0640909523)
53,Residential,Single Family Dwelling,,693 EMILY CREEK,1714.152,21159950100,POINT (5883598.054130106 3827932.7345820353)
54,Residential,Manufactured Home,,3418 RIVER FRONT ROAD,3131.614,21159950100,POINT (5890901.1699476605 3835984.4295359314)
55,Residential,Manufactured Home,,5286 ROCKHOUSE ROAD,1054.844,21159950202,POINT (5827552.915837286 3833794.05480636)
56,Residential,Manufactured Home,,43 ED MOORE LANE,4087.586,21159950201,POINT (5847108.854573082 3837050.646206669)
57,Residential,Single Family Dwelling,,307 PHOEBE TRACE,791.1545,21159950100,POINT (5873505.375487221 3840193.59576481)
58,Residential,Single Family Dwelling,,253 SETSER ROAD,791.1511,21159950201,POINT (5861051.7010363825 3837557.013676796)
59,Residential,Single Family Dwelling,,869 NORTH WOLF CREEK,725.2192,21159950100,POINT (5877480.240937245 3827715.8280943925)
60,Residential,Manufactured Home,,5576 RIVER FRONT ROAD,1681.19,21159950300,POINT (5897147.0839201715 3832736.0988420765)
61,Residential,Unclassified,,151 VENTERS BRANCH,3461.276,21159950201,POINT (5841826.087488932 3834231.183342652)
63,Residential,Manufactured Home,,5688 RIVER FRONT ROAD,988.9365,21159950300,POINT (5897708.69505185 3832721.518378842)
64,Residential,Single Family Dwelling,,29 JOHNNY HALE DRIVE,2373.453,21159950100,POINT (5892047.074443867 3838632.058393025)
65,Residential,Manufactured Home,,1573 DAVELLA ROAD,2373.454,21159950202,POINT (5833846.755426925 3826179.639001822)
66,Residential,Single Family Dwelling,,72 SANDLICK ROAD,1977.871,21159950202,POINT (5835174.54464234 3826215.13639641)
67,Residential,Single Family Dwelling,,48 CREEKSIDE DRIVE,2801.98,21159950201,POINT (5856531.181420422 3834741.204040662)
68,Residential,Single Family Dwelling,,38 JOHNNY HALE DRIVE,2769.017,21159950100,POINT (5892169.339598912 3838629.693567697)
69,Residential,Single Family Dwelling,,53 CREEKSIDE DRIVE,3626.125,21159950201,POINT (5856418.357222091 3834724.564075912)
70,Residential,Manufactured Home,,136 BLACKBERRY ROAD,527.4292,21159950201,POINT (5841424.666326944 3839071.1003122027)
72,Residential,Manufactured Home,,235 SWEETWATER ROAD,1054.87,21159950100,POINT (5866941.9735336825 3844937.3754099337)
73,Residential,Manufactured Home,,46 ALPHA SPUR,988.9219,21159950202,POINT (5840222.711871826 3866432.0399050834)
74,Residential,Single Family Dwelling,,962 ROCKCASTLE ROAD,1977.872,21159950202,POINT (5844082.023166604 3857792.0782681378)
75,Residential,Manufactured Home,,108 CRISP FITZPATRICK PLACE,1977.865,21159950202,POINT (5834852.678017651 3866211.3120386465)
76,Residential,Single Family Dwelling,,66 CRISP FITZPATRICK PLACE,3790.9,21159950202,POINT (5835022.8203518875 3866178.699888152)
77,Residential,Single Family Dwelling,,70 RESERVOIR ROAD,593.3629,21159950202,POINT (5853857.165156346 3858130.279179215)
78,Residential,Single Family Dwelling,,28 HARRY HORN PLACE,3955.731,21159950202,POINT (5861345.162965293 3867100.5301723806)
79,Residential,Single Family Dwelling,,16 BEATRICE LOOP,3296.444,21159950202,POINT (5843857.721771726 3857757.8989257235)
80,Residential,Manufactured Home,,5559 TOMAHAWK ROAD,1977.885,21159950202,POINT (5824808.9270442715 3851643.5197407613)
81,Residential,Manufactured Home,,36 CREEKSIDE COURT,988.9252,21159950201,POINT (5852788.217981184 3852609.0626071906)
82,Unclassified,Unclassified,,189 UPPER WOLF BRANCH,922.9957,21159950202,POINT (5831749.623066314 3851873.4410771434)
83,Residential,Manufactured Home,,92 BELCHER STREET,1582.292,21159950100,POINT (5876815.825138576 3867641.874717498)
84,Residential,Single Family Dwelling,,50 IRENE JOHNSON LANE,1648.223,21159950202,POINT (5840564.145144952 3866370.6757307285)
85,Residential,Single Family Dwelling,,75 FIRST STREET,3362.36,21159950100,POINT (5888498.485630515 3842555.8394506513)
86,Residential,Single Family Dwelling,,95 FIRST STREET,1977.864,21159950100,POINT (5888592.163916387 3842576.872686436)
87,Residential,Single Family Dwelling,,2570 ROCKHOUSE ROAD,2505.311,21159950202,POINT (5828914.985022751 3843615.213987732)
88,Residential,Unclassified,,104 BILL STEPP BRANCH,1681.192,21159950201,POINT (5852284.842387329 3852568.8767765975)
89,Unclassified,Unclassified,,30 DEMPSEY HOLLOW,1318.583,21159950100,POINT (5867108.874356366 3867283.535862678)
90,Residential,Unclassified,,1146 TRACE FORK,1977.857,21159950202,POINT (5823826.402440569 3840314.5895401738)
91,Residential,Single Family Dwelling,,54 DOGWOOD HEIGHTS,4746.882,21159950201,POINT (5850806.186712163 3847669.430501749)
92,Residential,Single Family Dwelling,,1449 SALTWELL ROAD,1846.012,21159950202,POINT (5839269.11772412 3847281.9200629075)
93,Residential,Manufactured Home,,38 STACY HILL,2801.983,21159950201,POINT (5852081.610566973 3852551.345996682)
94,Residential,Manufactured Home,,6605 TOMAHAWK ROAD,791.1387,21159950202,POINT (5820673.851590919 3851488.6705482462)
95,Residential,Single Family Dwelling,,45 IRENE JOHNSON LANE,1318.586,21159950202,POINT (5840691.576103377 3866362.5667448738)
96,Residential,Manufactured Home,,3913 TURKEY CREEK,527.4333,21159950202,POINT (5862471.365002203 3867125.2900985787)
97,Residential,Manufactured Home,,108 CRISP FITZPATRICK PLACE,593.3665,21159950202,POINT (5834920.026455341 3866176.959582442)
98,Residential,Single Family Dwelling,,16 BEATRICE LOOP,593.3623,21159950202,POINT (5843789.567483797 3857775.732520035)
99,Residential,Single Family Dwelling,,50 IRENE JOHNSON LANE,659.2938,21159950202,POINT (5840487.806874345 3866366.4067524294)
0,Residential,Single Family Dwelling,,3780 TOMAHAWK ROAD,4137.059,21159950202,POINT (5831284.096141526 3855495.705725808)
1,Unclassified,Unclassified,,1144 TRACE FORK,1582.309,21159950202,POINT (5823753.433533873 3839655.466399676)
2,Commercial,Professional/Technical Services,,278 WEST MAIN STREET,10696.95,21159950202,POINT (5846666.26252204 3855965.4382305597)
3,Residential,Single Family Dwelling,,434 MOORE BRANCH,1384.507,21159950201,POINT (5854629.699261773 3843293.8015633225)
4,Residential,Manufactured Home,,47 AGNESS DRIVE,1582.304,21159950202,POINT (5831701.452989208 3855509.2162805744)
5,Residential,Single Family Dwelling,,2782 TURKEY CREEK,1845.997,21159950100,POINT (5859464.608428527 3862941.7168924594)
